# Fields: PRG CRC, Name, Genie Code (HEX), Pro Action Rocky Code (HEX), Address (HEX), Value (HEX), Compare Value (HEX), IsPrgOffset, Description
DF58FC5A;10-Yard Fight (USA, Europe);ZEEXIPIE;;;;;0;Your team runs faster
B3783F2A;Rygar (USA);APKXSIEY;;;;;0;Multi-jump (01 of 10)
B3783F2A;Rygar (USA);ATOZTEOZ;;;;;0;Multi-jump (02 of 10)
B3783F2A;Rygar (USA);AZKXXIGE;;;;;0;Multi-jump (03 of 10)
B3783F2A;Rygar (USA);GASZOIIA;;;;;0;Multi-jump (04 of 10)
B3783F2A;Rygar (USA);IZKXUSPZ;;;;;0;Multi-jump (05 of 10)
B3783F2A;Rygar (USA);SAKXNSSX;;;;;0;Multi-jump (06 of 10)
B3783F2A;Rygar (USA);SZKXOIXP;;;;;0;Multi-jump (07 of 10)
B3783F2A;Rygar (USA);XGSZEIZL;;;;;0;Multi-jump (08 of 10)
B3783F2A;Rygar (USA);XTKXESSX;;;;;0;Multi-jump (09 of 10)
B3783F2A;Rygar (USA);ZZKXKIAX;;;;;0;Multi-jump (10 of 10)
B3783F2A;Rygar (USA);SXUZXTSA;;;;;0;Infinite health
B3783F2A;Rygar (USA);POXXVYSA;;;;;0;One hit kills
B3783F2A;Rygar (USA);AVOXVTIA;;;;;0;Don't be pushed after being hit
B3783F2A;Rygar (USA);AAZEZZ;;;;;0;Infinite Mind points
B3783F2A;Rygar (USA);IEKZPLIZ;;;;;0;Have first three items after pressing B once
B3783F2A;Rygar (USA);LAVOLTGA;;;;;0;Jump higher
B3783F2A;Rygar (USA);EPSLYIEL;;;;;0;Enemies always drop X (1 of 3)
B3783F2A;Rygar (USA);OZNUTSPX;;;;;0;Enemies always drop X (2 of 3)
B3783F2A;Rygar (USA);LANUYIYA;;;;;0;Enemies always drop a health potion (3 of 3)
B3783F2A;Rygar (USA);GANUYIYA;;;;;0;Enemies always drop a Mind unit (3 of 3)
B3783F2A;Rygar (USA);ALOXKIEL;;;;;0;Hit anywhere (1 of 4)
B3783F2A;Rygar (USA);ALUZUIEL;;;;;0;Hit anywhere (2 of 4)
B3783F2A;Rygar (USA);ALXZXIEL;;;;;0;Hit anywhere (3 of 4)
B3783F2A;Rygar (USA);EYUXOIEL;;;;;0;Hit anywhere (4 of 4)
B3783F2A;Rygar (USA);AAOZLEAA;;;;;0;Pits aren't fatal (side view)
B3783F2A;Rygar (USA);ASSOSGEI;;;;;0;Walk on water (overhead view)
B3783F2A;Rygar (USA);SZUPOOVK;;;;;0;Grappling Hook continues to search for land (1 of 2)
B3783F2A;Rygar (USA);SZXXGZSA;;;;;0;Grappling Hook continues to search for land (2 of 2)
B3783F2A;Rygar (USA);AOUGPATE;;;;;0;Start with 12 units of health (1 of 2)
B3783F2A;Rygar (USA);AOUGZATE;;;;;0;Start with 12 units of health (2 of 2)
B3783F2A;Rygar (USA);;;00C0;FF;;0;Start with all equipment (1 of 2)
B3783F2A;Rygar (USA);;;00C1;FF;;0;Start with all equipment (2 of 2)
B3783F2A;Rygar (USA);;;00C7;FF;;0;Lots of Tone
B3783F2A;Rygar (USA);;;00C8;FF;;0;Lots of Last
B3783F2A;Rygar (USA);;;00CD;FF;;0;Infinite Attack & Assail
B3783F2A;Rygar (USA);;;00C0;10;;0;Always have Power Up
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);AANSUGPA;;;;;0;Infinite health
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);ZUXGKTTA;;;;;0;Start with more health
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);ZANVNGLE;;;;;0;More health on pick-up
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);AEESVKAA;;;;;0;Don't lose speed-ups when hit
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);NNEIKGAK;;;;;0;Longer immunity
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);APKSEGAG;;;;;0;Shorter immunity
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);PAEIKTTE;;;;;0;Faster maximum speed-up (1 of 2)
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);NYEISVXY;;;;;0;Faster maximum speed-up (2 of 2)
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);TENIKIGA;;;;;0;Faster normal speed-up (1 of 2)
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);XNNISSKN;;;;;0;Faster normal speed-up (2 of 2)
91A140C9;S.C.A.T. - Special Cybernetic Attack Team (USA);;;001C;09;;0;Infinite health - P1
3BF15767;Saint Seiya - Ougon Densetsu (Japan);;;008B;C8;;0;Fly
3BF15767;Saint Seiya - Ougon Densetsu (Japan);;;0685;40;;0;Infinite Cosmos (1 of 2)
3BF15767;Saint Seiya - Ougon Densetsu (Japan);;;0686;40;;0;Infinite Cosmos (2 of 2)
3BF15767;Saint Seiya - Ougon Densetsu (Japan);;;0689;40;;0;Infinite health (damage) (1 of 2)
3BF15767;Saint Seiya - Ougon Densetsu (Japan);;;068A;40;;0;Infinite health (damage) (2 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;0059;40;;0;Start with infinite Cosmos (1 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;005A;40;;0;Start with infinite Cosmos (2 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;0063;40;;0;Start with infinite health (life) (1 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;0064;40;;0;Start with infinite health (life) (2 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;05AA;40;;0;Infinite Seven Sense (1 of 2)
BB375ED2;Saint Seiya - Ougon Densetsu Kanketsu Hen (Japan);;;05AB;40;;0;Infinite Seven Sense (2 of 2)
AC652B47;Salamander (Japan);;;0034;09;;0;Infinite lives
AC652B47;Salamander (Japan);;;0068;01;;0;Option always on Speed
AC652B47;Salamander (Japan);;;0068;02;;0;Option always on Missile
AC652B47;Salamander (Japan);;;0068;03;;0;Option always on Ripple
AC652B47;Salamander (Japan);;;0068;04;;0;Option always on Laser
AC652B47;Salamander (Japan);;;0068;05;;0;Option always on Option
AC652B47;Salamander (Japan);;;0068;06;;0;Option always on Force
AC652B47;Salamander (Japan);;;0074;20;;0;Invincibility
AC652B47;Salamander (Japan);;;0076;02;;0;Start with and keep Missiles
50734772;Secret Scout in the Temple of Demise (USA) (Unl);OUXTYKOO;;;;;0;Infinite lives
50734772;Secret Scout in the Temple of Demise (USA) (Unl);ASVIYIAE;;;;;0;View the ending
D9F58221;Secret Ties (USA) (Proto);SKNKUEKK;;;;;0;Invincibility
D9F58221;Secret Ties (USA) (Proto);SZVGEPSA;;;;;0;Infinite health
D9F58221;Secret Ties (USA) (Proto);SKVNKZVG;;;;;0;Infinite lives
D9F58221;Secret Ties (USA) (Proto);GVVTAPLA;;;;;0;Start with 99 lives
D9F58221;Secret Ties (USA) (Proto);ZENVPPIE;;;;;0;Start with double health
D9F58221;Secret Ties (USA) (Proto);SZOKSPVG;;;;;0;Infinite Shield
D9F58221;Secret Ties (USA) (Proto);SZVGLYVG;;;;;0;Infinite Gun
D9F58221;Secret Ties (USA) (Proto);AIOVKYEI;;;;;0;Allways able to use shield
D9F58221;Secret Ties (USA) (Proto);AIXTXYEI;;;;;0;Allways able to use gun
D9F58221;Secret Ties (USA) (Proto);YONGAIIE;;;;;0;Super-jump (1 of 2)
D9F58221;Secret Ties (USA) (Proto);AXVGYGTA;;;;;0;Super-jump (2 of 2)
D9F58221;Secret Ties (USA) (Proto);;;0009;07;;0;Infinite health (alt)
D9F58221;Secret Ties (USA) (Proto);;;000A;63;;0;Infinite Gun (alt)
D9F58221;Secret Ties (USA) (Proto);;;000B;63;;0;Infinite Shield
D9F58221;Secret Ties (USA) (Proto);;;03CC;00;;0;Invincibility (alt)
0FEC90D2;Section-Z (USA);SXOPUIVG;;;;;0;Infinite lives
0FEC90D2;Section-Z (USA);ZAUNUZAE;;;;;0;Energy tube gives full energy boost
0FEC90D2;Section-Z (USA);NNNOUTSY;;;;;0;Autofiring capability
0FEC90D2;Section-Z (USA);NNNOUTSN;;;;;0;Autofire without having to hold the button down
0FEC90D2;Section-Z (USA);LAEAZYPA;;;;;0;Start a new game to view ending
0FEC90D2;Section-Z (USA);PEXSIZLA;;;;;0;Start with 1 life
0FEC90D2;Section-Z (USA);TEXSIZLA;;;;;0;Start with 6 lives
0FEC90D2;Section-Z (USA);PEXSIZLE;;;;;0;Start with 9 lives
0FEC90D2;Section-Z (USA);;;005A;09;;0;Infinite energy (1 of 2)
0FEC90D2;Section-Z (USA);;;005B;09;;0;Infinite energy (2 of 2)
256CFB05;Seicross (USA);SUTEEX;;;;;0;Infinite lives
256CFB05;Seicross (USA);PELAGA;;;;;0;Start with 1 life
256CFB05;Seicross (USA);TELAGA;;;;;0;Start with 6 lives
256CFB05;Seicross (USA);PELAGE;;;;;0;Start with 9 lives
256CFB05;Seicross (USA);PEGEUG;;;;;0;Slow motion
256CFB05;Seicross (USA);;;0078;BD;;0;Infinite health - P1
256CFB05;Seicross (USA);;;0615;99;;0;Infinite lives - P1
D6AE4AB5;Shadow of the Ninja (USA);SZSNIIVG;;;;;0;Infinite continues
D6AE4AB5;Shadow of the Ninja (USA);PEEVZAIE;;;;;0;9 continues
D6AE4AB5;Shadow of the Ninja (USA);PEEVZAIA;;;;;0;1 continue
D6AE4AB5;Shadow of the Ninja (USA);GZVXSKSO;;;;;0;Don't lose energy from enemy attacks
D6AE4AB5;Shadow of the Ninja (USA);AAVPGIGA;;;;;0;Don't lose energy from falling
D6AE4AB5;Shadow of the Ninja (USA);APOEOGGA;;;;;0;Maximum energy gained from potion
D6AE4AB5;Shadow of the Ninja (USA);PAOEOGGA;;;;;0;Less energy gained from potion
D6AE4AB5;Shadow of the Ninja (USA);AZUAOGGO;;;;;0;40 Throwing Stars on pick-up
D6AE4AB5;Shadow of the Ninja (USA);GPKAVGIA;;;;;0;20 Bombs on pick-up
D6AE4AB5;Shadow of the Ninja (USA);XVKPAVVN;;;;;0;Mega-jump
D6AE4AB5;Shadow of the Ninja (USA);XTXXLOSO;;;;;0;Some enemies can't move left or right
591364C9;Shadowgate (USA);XVESZNVK;;;;;0;Infinite torches
4F9BDAD2;Shatterhand (USA);AIOEPIEL;;;;;0;Hit anywhere (1 of 4)
4F9BDAD2;Shatterhand (USA);GXNALGEL;;;;;0;Hit anywhere (2 of 4)
4F9BDAD2;Shatterhand (USA);GXNEYGEP;;;;;0;Hit anywhere (3 of 4)
4F9BDAD2;Shatterhand (USA);GXSELGEP;;;;;0;Hit anywhere (4 of 4)
4F9BDAD2;Shatterhand (USA);AAKKSPPA;;;;;0;Power-ups don't use up gold
4F9BDAD2;Shatterhand (USA);AXXAZZGO;;;;;0;Big coins worth double
4F9BDAD2;Shatterhand (USA);ZEXAZZGO;;;;;0;Big coins worth half
4F9BDAD2;Shatterhand (USA);YEEAYZIE;;;;;0;Small coins worth triple
4F9BDAD2;Shatterhand (USA);AEVNAIZA;;;;;0;Start with 1 life
4F9BDAD2;Shatterhand (USA);IEVNAIZA;;;;;0;Start with 6 lives
4F9BDAD2;Shatterhand (USA);AEVNAIZE;;;;;0;Start with 9 lives
4F9BDAD2;Shatterhand (USA);GENNZSAA;;;;;0;Start with less health
4F9BDAD2;Shatterhand (USA);;;05C2;7E;;0;Invincibility - Robot Suit
4F9BDAD2;Shatterhand (USA);;;05C8;03;;0;Powered Up - Red Vest
DC270779;Shinobi (USA) (Unl);SZEOLXVK;;;;;0;Infinite lives
DC270779;Shinobi (USA) (Unl);AANOLAZA;;;;;0;Start with 1 life
DC270779;Shinobi (USA) (Unl);IANOLAZA;;;;;0;Start with 6 lives
DC270779;Shinobi (USA) (Unl);AANOLAZE;;;;;0;Start with 9 lives
DC270779;Shinobi (USA) (Unl);SZNIPNVK;;;;;0;Infinite life
DC270779;Shinobi (USA) (Unl);IEKONILA;;;;;0;Turbo running
DC270779;Shinobi (USA) (Unl);GAXOTATE;;;;;0;Start with double life (1 of 2)
DC270779;Shinobi (USA) (Unl);GENPGPTE;;;;;0;Start with double life (2 of 2)
BB435255;Shinsenden (Japan);ATXUPAAL;;;;;0;No random battles
885A8A6D;Shooting Range (USA);GTEPOAZL;;;;;0;Double bonus time for hourglasses
885A8A6D;Shooting Range (USA);PPEPOAZU;;;;;0;Half bonus time for hourglasses
885A8A6D;Shooting Range (USA);GEKAILLA;;;;;0;More time for level 1 (1 of 2)
885A8A6D;Shooting Range (USA);GAEETTLA;;;;;0;More time for level 1 (2 of 2)
885A8A6D;Shooting Range (USA);ZEKAILLA;;;;;0;Less time for level 1 (1 of 2)
885A8A6D;Shooting Range (USA);ZAEETTLA;;;;;0;Less time for level 1 (2 of 2)
885A8A6D;Shooting Range (USA);GAOAATZA;;;;;0;More time for level 2 (1 of 2)
885A8A6D;Shooting Range (USA);AAOAPTZL;;;;;0;More time for level 2 (2 of 2)
885A8A6D;Shooting Range (USA);PAOAATZA;;;;;0;Less time for level 2 (1 of 2)
885A8A6D;Shooting Range (USA);ZLOAPTZL;;;;;0;Less time for level 2 (2 of 2)
885A8A6D;Shooting Range (USA);GAOAZTZA;;;;;0;More time for level 3 (1 of 2)
885A8A6D;Shooting Range (USA);ZLOALTAA;;;;;0;More time for level 3 (2 of 2)
885A8A6D;Shooting Range (USA);PAOAZTZA;;;;;0;Less time for level 3 (1 of 2)
885A8A6D;Shooting Range (USA);AAOALTAA;;;;;0;Less time for level 3 (2 of 2)
885A8A6D;Shooting Range (USA);ASUAIVAZ;;;;;0;XX usual shots per round (1 of 3)
885A8A6D;Shooting Range (USA);SXVONOOU;;;;;0;Double usual shots per round (2 of 3)
885A8A6D;Shooting Range (USA);ASXOVXAZ;;;;;0;Double usual shots per round (3 of 3)
885A8A6D;Shooting Range (USA);ANXOVXAX;;;;;0;Triple usual shots per round (3 of 3)
885A8A6D;Shooting Range (USA);EXXOVXAZ;;;;;0;Quadruple usual shots per round (3 of 3)
DC4DA5D4;Side Pocket (USA);SXKXNLSA;;;;;0;Infinite turns - P1
2CE45FF2;Silent Assault (USA) (Unl);;;002E;08;;0;Infinite lives
2CE45FF2;Silent Assault (USA) (Unl);;;00D9;04;;0;Infinite Grenades
5E767671;Silent Service (USA);ZLEPOIAI;;;;;0;Start with 50 deck gun shells
5E767671;Silent Service (USA);LTEPOIAI;;;;;0;Start with 99 deck gun shells
5E767671;Silent Service (USA);SZXVOPVG;;;;;0;Infinite deck gun shells
5E767671;Silent Service (USA);SZSVUPVG;;;;;0;Infinite bow torpedoes
5E767671;Silent Service (USA);SXETUPVG;;;;;0;Infinite aft torpedoes
327946E3;Silk Worm (USA);PAXGXALA;;;;;0;Start with 1 life
327946E3;Silk Worm (USA);TAXGXALA;;;;;0;Start with 6 lives
327946E3;Silk Worm (USA);PAXGXALE;;;;;0;Start with 9 lives
327946E3;Silk Worm (USA);SXSVIZVG;;;;;0;Infinite lives using helicopter
327946E3;Silk Worm (USA);SZVVGTVG;;;;;0;Infinite lives using jeep
327946E3;Silk Worm (USA);PEEGSPLA;;;;;0;1 life using helicopter after continue
327946E3;Silk Worm (USA);TEEGSPLA;;;;;0;6 lives using helicopter after continue
327946E3;Silk Worm (USA);PEEGSPLE;;;;;0;9 lives using helicopter after continue
327946E3;Silk Worm (USA);PEOKNPLA;;;;;0;1 life using jeep after continue
327946E3;Silk Worm (USA);TEOKNPLA;;;;;0;6 lives using jeep after continue
327946E3;Silk Worm (USA);PEOKNPLE;;;;;0;9 lives using jeep after continue
327946E3;Silk Worm (USA);PAXKEAAA;;;;;0;Start at stage 2
327946E3;Silk Worm (USA);ZAXKEAAA;;;;;0;Start at stage 3
327946E3;Silk Worm (USA);LAXKEAAA;;;;;0;Start at stage 4
327946E3;Silk Worm (USA);GAXKEAAA;;;;;0;Start at stage 5
327946E3;Silk Worm (USA);IAXKEAAA;;;;;0;Start at stage 6
327946E3;Silk Worm (USA);TAXKEAAA;;;;;0;Start at stage 7
327946E3;Silk Worm (USA);SZETZLSA;;;;;0;Keep firepower and speed-ups for helicopter
327946E3;Silk Worm (USA);SXOTPTSA;;;;;0;Keep firepower and speed-ups for jeep
327946E3;Silk Worm (USA);EEOVYUEI;;;;;0;Restrict movement area for helicopter
327946E3;Silk Worm (USA);EEOVGYEV;;;;;0;Restrict movement area for jeep
8C940984;Silver Surfer (USA);PAOILIIA;;;;;0;Start with 1 life - P1
8C940984;Silver Surfer (USA);PAKSGIIA;;;;;0;Start with 1 life - P2
8C940984;Silver Surfer (USA);IAXSGIPA;;;;;0;Start with 5 Smart Bombs - P1
8C940984;Silver Surfer (USA);IAVIIIPA;;;;;0;Start with 5 Smart Bombs - P2
8C940984;Silver Surfer (USA);SXEKSNVK;;;;;0;Infinite lives - both players
8C940984;Silver Surfer (USA);NYVTLVGO;;;;;0;Infinite Smart Bombs - both players
8C940984;Silver Surfer (USA);GXEITSSE;;;;;0;Keep cosmic weapons after losing a life
8C940984;Silver Surfer (USA);IEESIIPA;;;;;0;Have 5 Smart Bombs on a new life
8C940984;Silver Surfer (USA);GXEILSSE;;;;;0;Keep Orbs after losing a life (1 of 2)
8C940984;Silver Surfer (USA);GXKIOUSE;;;;;0;Keep Orbs after losing a life (2 of 2)
8C940984;Silver Surfer (USA);;;05E6;09;;0;Infinite lives
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);XVOYLXXK;;;;;0;Infinite time
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);AYNNIXGU;;;;;0;Slow down time
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);AZNNIXGL;;;;;0;Speed up time
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);PAENGYAA;;;;;0;Gain 2 coins for every 1 collected
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);PAOYZNTE;;;;;0;Only 10 coins needed to get an extra life
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);GXOXIXVK;;;;;0;Buy items for free (1 of 2)
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);GXXLIEVK;;;;;0;Buy items for free (2 of 2)
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);IPUYVUGA;;;;;0;Super-jump
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);;;04B2;01;;0;Infinite health
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);;;04BD;FF;;0;Invincibility (blinking)
4A5795CC;Simpsons, The - Bart vs. the Space Mutants (USA) (Rev A);;;066C;09;;0;Infinite time (alt)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);ESOINPEY;;;;;0;Invincibility
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);SZOTESVK;;;;;0;Infinite health
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);XVONYXXK;;;;;0;Infinite time
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);ANENPXGU;;;;;0;Slow down time
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);AXENPXGL;;;;;0;Speed up time
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);PAONAYAA;;;;;0;Gain 2 coins for every 1 collected
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);PAONTNTE;;;;;0;Only 10 coins needed to get an extra life
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);GXXZZOVK;;;;;0;Buy items for free (1 of 2)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);GXXULEVK;;;;;0;Buy items for free (2 of 2)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);SPKTLESU;;;;;0;Get all items by selecting them (be sure to get the Paint Can in level 1 and Gun in the Museum)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);IPKYXUGA;;;;;0;Super-jump
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);;;04B2;01;;0;Infinite health (alt)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);;;04BD;FF;;0;Invincibility (blinking)
F0DF311E;Simpsons, The - Bart vs. the Space Mutants (USA);;;066C;09;;0;Infinite time (alt)
CB392A83;Simpsons, The - Bart vs. the World (USA);ZOXVGLIE;;;;;0;Invincibility
CB392A83;Simpsons, The - Bart vs. the World (USA);SZONIPST;;;;;0;Infinite lives
CB392A83;Simpsons, The - Bart vs. the World (USA);SZVVEKVK;;;;;0;Infinite health
CB392A83;Simpsons, The - Bart vs. the World (USA);EISVNGEY;;;;;0;Lose lives more easily
CB392A83;Simpsons, The - Bart vs. the World (USA);OLUNPPOP;;;;;0;Infinite Firecracker Balls
CB392A83;Simpsons, The - Bart vs. the World (USA);PAEZPAAE;;;;;0;Start with 99 Firecracker Balls
CB392A83;Simpsons, The - Bart vs. the World (USA);PAXXVGLE;;;;;0;Start with 9 lives
CB392A83;Simpsons, The - Bart vs. the World (USA);SZNZPEVK;;;;;0;Infinite tries for the card match game
CB392A83;Simpsons, The - Bart vs. the World (USA);KLYUKA;;;;;0;Bart flies
CB392A83;Simpsons, The - Bart vs. the World (USA);;;06BC;05;;0;Infinite health (alt)
CB392A83;Simpsons, The - Bart vs. the World (USA);;;06C1;09;;0;Infinite lives (alt)
CB392A83;Simpsons, The - Bart vs. the World (USA);;;06BF;09;;0;Infinite Firecracker Balls (alt)
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);SXXNPLAX;;;;;0;Invincibility
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);AAUYPYGA;;;;;0;Infinite health
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);SZUYZNSE;;;;;0;Infinite health (alt)
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);SKNNVEVK;;;;;0;Infinite Eyes on pick-up
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);SXNNVEVK;;;;;0;Infinite Eyes on pick-up (alt)
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);AAKYKPPA;;;;;0;Infinite Cold on pick-up
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);PAVAYYLA;;;;;0;Start with 2 lives and 2 credits
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);IAVAYYLA;;;;;0;Start with 6 lives and 6 credits
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);YAVAYYLA;;;;;0;Start with 8 lives and 8 credits
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);PAVAYYLE;;;;;0;Start with 10 lives and 10 credits
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);OLVYAZOP;;;;;0;Infinite lives
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);SZENNEVK;;;;;0;Infinite credits
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);ASVTOZAZ;;;;;0;Eyes worth more on pick-up
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);AXUVSZIA;;;;;0;Cold worth more on pick-up
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);ZAUZAYAA;;;;;0;Start in chapter 1 level 2
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);IAUZAYAA;;;;;0;Start in chapter 1 level 3
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);;;0787;14;;0;Infinite health (alt 2)
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);;;0788;99;;0;Infinite Eyes on pick-up (alt 2)
D72FB9C8;Simpsons, The - Bartman Meets Radioactive Man (USA);;;0789;99;;0;Infinite Cold on pick-up (alt)
423ADA8E;Skate or Die (USA);ZENXTTPA;;;;;0;Snowball Blast - More snowballs picked up
423ADA8E;Skate or Die (USA);OOEPVAAV;;;;;0;Snowball Blast - Start with more time
423ADA8E;Skate or Die (USA);AKEPVAAT;;;;;0;Snowball Blast - Start with less time
423ADA8E;Skate or Die (USA);IOKXITAP;;;;;0;Snowball Blast - More time gained
423ADA8E;Skate or Die (USA);IEKXITAP;;;;;0;Snowball Blast - Less time gained
423ADA8E;Skate or Die (USA);GAUPVAZA;;;;;0;Snowball Blast - Start with more ammo
423ADA8E;Skate or Die (USA);PAUPVAZA;;;;;0;Snowball Blast - Start with less ammo
423ADA8E;Skate or Die (USA);IESTEYLA;;;;;0;Acro Aerials - More jumps allowed (1 of 2)
423ADA8E;Skate or Die (USA);IAVVNILA;;;;;0;Acro Aerials - More jumps allowed (2 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);SXUXZPVG;;;;;0;Adventure game - Infinite health
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);SXVPTVVK;;;;;0;Adventure game - Infinite Paint Clips
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AANPZPPA;;;;;0;Adventure game - Infinite Eggs (1 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AAXOZLPA;;;;;0;Adventure game - Infinite Eggs (2 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AAVPTLPA;;;;;0;Adventure game - Infinite M-80's (1 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AEEOAPPA;;;;;0;Adventure game - Infinite M-80's (2 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AEESAAPG;;;;;0;Adventure game - Skate at any speed (1 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);AAKATAPG;;;;;0;Adventure game - Skate at any speed (2 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);PAUYLLLA;;;;;0;Stunt Ramp - Only 1 skateboard
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);TAUYLLLA;;;;;0;Stunt Ramp - 6 skateboards
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);PAUYLLLE;;;;;0;Stunt Ramp - 9 skateboards
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);TAONILLA;;;;;0;Stunt Ramp - More time
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);ZAONILLA;;;;;0;Stunt Ramp - Less time
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);SZUAKZVG;;;;;0;Stunt Ramp - Infinite time
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);TEKOKZIA;;;;;0;Stunt Ramp - Super speed
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);SXKPVYVG;;;;;0;Stunt Ramp - Infinite skateboards (1 of 2)
0D6B2B30;Skate or Die 2 - The Search for Double Trouble (USA);SXUZGAVG;;;;;0;Stunt Ramp - Infinite skateboards (2 of 2)
B330ED11;Ski or Die (USA);PAUPVAZA;;;;;0;Snowball Blast - Start with less ammo
B330ED11;Ski or Die (USA);GAUPVAZA;;;;;0;Snowball Blast - Start with more ammo
B330ED11;Ski or Die (USA);AKEPVAAT;;;;;0;Snowball Blast - Start with less time
B330ED11;Ski or Die (USA);OOEPVAAV;;;;;0;Snowball Blast - Start with more time
B330ED11;Ski or Die (USA);IEKXITAP;;;;;0;Snowball Blast - Less time gained
B330ED11;Ski or Die (USA);IOKXITAP;;;;;0;Snowball Blast - More time gained
B330ED11;Ski or Die (USA);ZENXTTPA;;;;;0;Snowball Blast - More snowballs picked up
B330ED11;Ski or Die (USA);IAVVNILA;;;;;0;Acro Aerials - More jumps allowed (1 of 2)
